1566738,63,7487651,29357,362449,41547,0,156018,922,2,116,0,0,0,0,0,0,0,14,70215,63474,0,0,0,11343,0,181,2269,0,1728,92597,194454,9212,866,1219209,0,0
410,1501,11031,1328,53346,142794,9840027,1643,406795,1368348,1264267,3009,633,942,375,2263,748,163,5945,4505,380410,7618810,0,11,264,42,78,445,17,442,1732,610,282,656,1121,0,1035
1484167,0,6974720,8167,19844,198986,70,226,3007,21,0,0,0,0,0,0,0,0,0,31038,1513,0,0,0,13429,0,0,9025,15,12837,244656,577423,6238,398,7210056,0,14328
75909,3309,37996,845758,77996,27149,445,76215,19909,9092,7767,14510,11271,22112,7746,48969,39787,9172,93332,43694,190998,3739,4292,9359,400604,53367,2210,90055,52812,131088,21999,198143,111852,147996,196041,28541,2386
280327,2115,644298,21679,3414250,382867,264,91895,123023,9056,20432,41221,16777,19077,35241,81283,115269,31829,76729,851326,2866100,62608,12962,16720,763941,155051,34739,248724,696811,49782,289480,368696,80606,256750,316923,632096,5691
689604,12481,394161,392524,417882,9633368,30966,2714001,206885,100710,74487,102467,45159,66366,113719,233312,213580,55140,536979,331903,328891,18489,39859,69331,848,807,2810,24020,64166,36040,345042,8789717,10480,309107,338082,13665,34291
159025,18930,154934,21182,45936,2173173,1038825,26972,134436,611255,23768,34669,13395,18040,6266,18335,16857,2420,107538,18921,742599,1225770,52127,56369,150053,15618,32317,5448108,39118,426913,151815,151734,15473,154137,271152,0,90862
116914,3979,710598,37007,251987,505250,2266,2975149,46677,18957,47315,56457,135750,340568,271408,264945,626922,221842,2027733,559833,821087,0,171914,66507,485152,99178,46921,155062,199499,75513,165298,140992,34573,673416,150577,69204,18437
27301,428,107411,2266,37495,182802,5188,42147,514882,133764,78595,41479,66309,72702,126523,467995,143501,14970,311974,45186,3261761,1064,20268,2376,19250,347,5705,1598,573,7070,79446,55430,2038,46879,74098,7297,22072
736,2271,0,552,115302,937,-6,28135,49924,14269268,10401,2650451,1191982,1532422,154124,76334,713682,48754,2928437,32453,1419668,0,116,0,0,0,0,13584,0,1370,0,182,20,8154,1418,34,23064
0,583,55438,29,30256,137635,195,33047,61138,231086,3558866,767413,390861,323587,253413,618975,1037756,221796,1319620,123585,547265,6614,1162,18,1263,0,0,726,3490,8086,4004,83667,971,25817,18452,1379,17865
16740,17304,464540,8618,145927,245030,8050,95927,65492,23273,14901,825081,371802,540646,268124,277319,437632,146235,549357,111914,5832272,11842,3626,745,276780,4061,25350,70277,18654,175714,7818,22760,10773,76055,133078,542,27296
24,1870,0,0,13330,590,0,5306,13246,3266,134,12160,1635494,658076,102974,29828,212170,11896,430470,5097,391387,0,46838,0,406,1,0,4757,286,13236,0,10,0,494807,386,0,0
122,1763,0,0,1163,0,237,35359,8463,3812,1124,5767,50593,2447173,13040,40661,37647,4937,49596,1213,4279,133,1126,0,318,0,0,2442,145,645,0,0,0,726972,459,0,0
4119,0,9,0,0,21,0,0,0,0,0,216,27536,93173,588055,1610,14914,6849,21221,1724,11956,0,444,136,104030,413,0,1484,9820,127453,0,703825,0,267422,37045,36162,0
12,21,69,3,123,147,10,7,2,30,1197,31132,78312,158528,933046,3758946,2334628,1705223,592700,69972,18936,132,95,0,2340,1583,0,304,69276,88065,64918,286,0,735625,676,52660,0
2869,292,15,0,1716,81,0,303,265,0,193,9504,243985,380192,132675,274971,1849593,102344,1749866,12924,485332,77,836,0,20747,89,990,11180,11959,73193,20260,4891,0,423795,9629,0,5435
194,11,718,27,78,919,50,127,82,23,27,621,7892,4027,230,805,740,141774,346048,390,102767,366,52,102,29671,5229,5394,5830,12096,66902,5301,1789,336,102648,7965,0,0
72155,31,0,0,0,0,0,0,0,0,0,0,0,8497,0,0,0,0,24848093,0,0,0,0,0,0,0,0,816148,0,216263,2937,0,0,1785992,1522,0,0
30646,3605,323847,58272,171775,101798,21632,29025,61416,216986,285673,34128,14165,51182,47941,73464,64748,41465,93023,515226,210846,222733,16542,19038,584929,564980,5750,128407,1175091,351787,762499,281994,209687,743473,348173,214894,7804
30170,2604,17938,8068,41694,86227,5809,41315,33850,106287,26342,43111,17351,26866,8379,42911,27167,8547,33752,13780,37948,357223,133015,13937,276671,86761,722676,358460,170921,324300,229883,151767,7339,89065,117246,0,0
119603,32069,509336,110091,509238,810680,128917,454407,343938,1175487,313425,273139,141566,179457,67279,382362,147357,30318,677372,177207,197529,2122867,192002,361559,2152379,177305,324512,696286,286139,476933,844091,847937,20451,401838,1966385,0,21285
7207,2172,70326,5792,23542,67682,8074,13055,7791,26130,6876,7833,6448,9431,4419,23210,9318,1381,20866,7983,44881,18863,407907,44308,214782,44067,32250,197939,88692,158630,386792,321745,9977,54540,472099,0,6497
5018,1948,30210,824,9011,63722,202,1031,15034,3698,1505,982,2886,409,3426,10085,3760,994,19993,3347,115443,250629,8962,0,126432,111251,1025,272174,177355,1083959,206714,245589,156,21940,950186,0,67363
843366,17469,2745302,263341,930866,1074524,177841,790818,228008,615956,335749,519991,452188,666210,328007,558642,808339,231375,2138103,695385,3375890,437804,80993,72149,1031674,188269,100454,1490588,603888,391574,825179,3391361,169193,1383433,4244074,331919,47205
81031,34285,219896,65141,113857,182028,56826,55928,67983,115982,70946,133590,70015,116355,74866,84302,97179,34238,240983,144818,762114,403924,107466,132434,1633952,1636045,6138221,1254226,279321,836596,321867,587779,114253,654730,391253,0,13399
23450,7017,87856,13379,28270,67351,6116,44114,20324,33193,8654,47862,27955,42394,13192,21822,41279,13423,42862,29774,276234,138967,6284,8996,2656385,541343,2408786,1060604,1156095,63536,341144,1088657,81346,578233,709389,0,147832
727074,176147,1258116,93380,473640,706928,332018,268770,375414,559263,271429,337465,219589,314393,164051,259784,335610,116407,874930,907495,2669553,951748,89767,303312,5132988,1263281,213181,6643436,1364670,1375475,1151129,1040379,169441,1185047,2066266,74280,443793
48697,6828,176298,20103,74804,348065,12089,88149,40255,71397,31302,73083,71347,175975,53907,124953,202300,105113,158340,68362,536093,274500,179014,47529,3563858,2046480,276629,566315,8453606,1207264,1267334,851760,308678,5708560,1110267,0,354449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157289
510,255,10238,78,1870,8704,115,1704,2420,1654,148,4573,6562,6584,2189,15189,17531,8147,10390,481,9490,13644,480,710,19991,7814,91,65946,205183,5121,48,6220,0,38630,23691,0,737
4941,0,0,0,37,457,0,14,0,51,0,0,0,0,0,0,0,0,0,113,77,672,1336,0,2479,5695,540,63021,28162,1097,1058,1069715,59,3038,4333,0,11449
14063,2479,35262,2419,12137,48857,2626,8090,5973,18519,3210,9676,22667,29652,9978,9565,9913,4312,11919,7933,66712,36602,41493,9458,54565,104541,26285,67908,64822,112,89032,66698,0,150037,152245,0,22612
249280,41823,1303073,118091,264423,1336171,81314,528515,333347,297666,136404,339077,411847,564648,230558,608570,623736,195827,1517951,389443,5640065,1564693,609938,303202,8093330,4091741,2220562,6305214,8193758,3632979,3079620,3167426,343425,10316786,1986660,0,187375
2832,156,6414,582,1127,2854,286,1242,462,1676,805,1101,1241,2245,749,2282,2029,698,5426,4336,15595,1978,1253,242,80441,7039,41730,37175,521245,19362,129214,827991,11467,107367,865214,0,7812
9661,684,24274,4088,9185,13876,397,2403,7287,4248,3106,4817,8759,16079,5459,10989,13941,4742,18499,11305,53640,1107,4169,15937,195970,128397,26226,99980,90815,113716,164800,157580,22294,114688,99326,0,959
50609,10384,229354,9558,35773,39388,5900,30644,48890,95099,43411,44088,75832,96323,17260,9535,37880,7314,90553,19646,848712,69919,40855,103640,649760,165379,139993,454627,132230,37193,423508,263930,20365,228061,151955,730,0
